"PERMIT NUMBER","OWNER NAME","OPERATING NAME","STREET","CITY","STATE","ZIP","ZIP4","COUNTY"
"CA-W-15276","FIFTY BARRELS, INC.","CARLSBAD COASTAL WINERY","2930 NORMAN STRASSE RD","SAN MARCOS","CA",92069,5936,"SAN DIEGO"
"CA-W-3151","TWIN OAKS VALLEY VINTNERS, LLC"," ","1575 MULBERRY DR","SAN MARCOS","CA",92069,1150,"SAN DIEGO"
"CA-W-16274","EDWARD STUART KRUGER & CLAIRE LYNN KRUGER","SUNSHINE MOUNTAIN VINEYARD","2286 SUNSHINE MOUNTAIN RD","SAN MARCOS","CA",92069,9726,"SAN DIEGO"
"CA-W-17084","ERIC VAN DRUNEN","VINAVANTI WINES","968 E RANCHEROS DR","SAN MARCOS","CA",92069,3047,"SAN DIEGO"
"CA-W-16920","EDWARD J. SWIGGERS","DIAMOND T VINEYARDS","28185 ANGEL MOUNTAIN RD","SANTA YSABEL","CA",92070,0,"SAN DIEGO"
"CA-W-16683","JAMES M. DOYLE","EAGLE GAP WINERY","26330 EAGLE GAP RD","SANTA YSABEL","CA",92070,9687,"SAN DIEGO"
"CA-W-16976","ADAM C. CARRUTH","CARRUTH CELLARS","320 S CEDROS AVE","SOLANA BEACH","CA",92075,1919,"SAN DIEGO"
"CA-W-17573","HTR, LLC","HILL TOP WINERY","30655 VALLEY CENTER RD","VALLEY CENTER","CA",92082,6748,"SAN DIEGO"
"CA-W-15031","DONALD M. SANDERS","ACCIDENTAL WINERY","30718 MESA CREST RD","VALLEY CENTER","CA",92082,0,"SAN DIEGO"
"CA-WS-15052","WINEGREETING.COM, INC.","WINEGREETING.COM","14551 OAK MEADOW RD","VALLEY CENTER","CA",92082,3816,"SAN DIEGO"
"CA-W-16655","TRIPLE B RANCHES, A CALIFORNIA LIMITED PARTNERSHIP, GARY & SHEILA BROOMELL G. P.","TRIPLE B RANCHES","15030 VESPER RD","VALLEY CENTER","CA",92082,6239,"SAN DIEGO"
"CA-W-17296","VESPER VINEYARDS, LLC","VESPER VINEYARDS","15030 VESPER RD","VALLEY CENTER","CA",92082,6239,"SAN DIEGO"
"CA-W-17243","CALIFORNIA FRUIT WINE COMPANY"," ","1040 LA MIRADA CT","VISTA","CA",92081,0,"SAN DIEGO"
"CA-W-15855","VON ORRIN WIEDERRICH","ORRIN VINEYARDS AND WINERY","35288 HIGHWAY 79","WARNER SPRINGS","CA",92086,9712,"SAN DIEGO"
"CA-W-15997","HAWK WATCH WINERY LLC","HAWK WATCH WINERY","27054 CHIHUAHUA VALLEY RD","WARNER SPRINGS","CA",92086,9278,"SAN DIEGO"
"CA-W-15210","SERENISSIMA, LLC","LA SERENISSIMA","35168 HWY 79","WARNER SPRINGS","CA",92086,9708,"SAN DIEGO"
"CA-W-3536","SHADOW MOUNTAIN VINEYARDS & WINERY, INC.","SHADOW MOUNTAIN VINEYARDS","34680 HIGHWAY 79","WARNER SPRINGS","CA",92086,9616,"SAN DIEGO"
"CA-W-15973","SOL ROUGE LLC","SOL ROUGE","200 CALIFORNIA AVE","SAN FRANCISCO","CA",94130,1111,"SAN FRANCISCO"
"CA-W-3592","AUGUST WEST WINES, LLC","AUGUST WEST","81 DORMAN AVE","SAN FRANCISCO","CA",94124,1806,"SAN FRANCISCO"
"CA-W-15734","CARL E. & SHARON H. SUTTON","SUTTON CELLARS","601 22ND ST","SAN FRANCISCO","CA",94107,3118,"SAN FRANCISCO"
"CA-W-17319","ERISTAVI WINERY LLC"," ","995 9TH ST","SAN FRANCISCO","CA",94130,2107,"SAN FRANCISCO"
"CA-W-17549","MORGAN FAMILY WINES LLC","MORGAN FAMILY WINES","995 9TH ST","SAN FRANCISCO","CA",94130,2107,"SAN FRANCISCO"
"CA-W-17487","WAIT CELLARS, LLC","WAIT CELLARS","53 BLUXOME ST","SAN FRANCISCO","CA",94107,1605,"SAN FRANCISCO"
"CA-W-17424","FURTHERMORE, LLC","FURTHERMORE PINOT NOIR","53 BLUXOME ST","SAN FRANCISCO","CA",94107,1605,"SAN FRANCISCO"
"CA-W-17374","SEAMUS WINES","SEAMUS WINES","53 BLUXOME ST","SAN FRANCISCO","CA",94107,1605,"SAN FRANCISCO"
"CA-W-17377","ALCHEMIST CELLARS LLC","ALCHEMIST CELLARS","53 BLUXOME ST","SAN FRANCISCO","CA",94107,1605,"SAN FRANCISCO"
"CA-W-17354","PUG WINE, LLC","PUG WINE","53 BLUXOME ST","SAN FRANCISCO","CA",94107,1605,"SAN FRANCISCO"
"CA-W-17256","BODEGA WINE ESTATES, INC."," ",,"SAN FRANCISCO","CA",94130,0,"SAN FRANCISCO"
"CA-W-17255","MORNINGWOOD VINEYARDS AND WINERY, INC."," ",,"SAN FRANCISCO","CA",94130,0,"SAN FRANCISCO"
"CA-W-17490","33RD STREET CELLARS, LLC","CELLARS 33","81 DORMAN AVE","SAN FRANCISCO","CA",94127,1806,"SAN FRANCISCO"
"CA-W-15779","KENDRIC VINEYARDS, LLC","KENDRIC VINEYARDS","401 13TH ST","SAN FRANCISCO","CA",94130,2003,"SAN FRANCISCO"
"CA-W-17516","CASA NO COMPRENDE, INC.","TREASURE ISLAND WINES","995 9TH ST","SAN FRANCISCO","CA",94130,2107,"SAN FRANCISCO"
"CA-W-16641","YERBA BUENA BEVERAGE, LLC","TREASURE ISLAND BRANDS","990 13TH ST","SAN FRANCISCO","CA",94130,1222,"SAN FRANCISCO"
"CA-W-17329","JAZZ CELLARS , LLC","JAZZ CELLARS","53 BLUXOME ST","SAN FRANCISCO","CA",94107,1606,"SAN FRANCISCO"
"CA-W-17364","GILLIS,CATHERINE LORRIANE & STEIN, JOSHUA ERIC","STEIN FAMILY WINES","751 13TH ST","SAN FRANCISCO","CA",94130,0,"SAN FRANCISCO"
"CA-W-17110","FORTUNATUS LLC","BRAVIUM","995 9TH ST","SAN FRANCISCO","CA",94130,1041,"SAN FRANCISCO"
"CA-W-15292","BRYAN RULISON HARRINGTON","HARRINGTON WINES","1559 CUSTER AVE","SAN FRANCISCO","CA",94124,0,"SAN FRANCISCO"
"CA-W-15648","ANDREW P. VINGIELLO","A.P. VIN","622 TREAT AVE","SAN FRANCISCO","CA",94110,1726,"SAN FRANCISCO"
"CA-W-17212","CITY VINTNERS SAN FRANCISCO WINERY LLC"," ","53 BLUXOME ST","SAN FRANCISCO","CA",94107,1605,"SAN FRANCISCO"
"CA-W-17327","WAITS-MAST FAMILY CELLARS, LLC"," ","53 BLUXOME ST","SAN FRANCISCO","CA",94107,1605,"SAN FRANCISCO"
"CA-W-17398","MICHAEL JAMES WINES, INC.","MICHAEL JAMES WINES","53 BLUXOME ST","SAN FRANCISCO","CA",94107,1605,"SAN FRANCISCO"
"CA-W-15117","JOHN C. STOUGHTON & MARIA C. STOUGHTON","STOUGHTON WINE CO.","PIER 19, THE EMBARCADERO","SAN FRANCISCO","CA",94111,0,"SAN FRANCISCO"
"CA-W-16651","PB WINES, INC."," ","1080 AVENUE M","SAN FRANCISCO","CA",94130,0,"SAN FRANCISCO"
"CA-W-17548","HDC WINE COMPANY LLC","HDC WINE COMPANY","995 9TH ST","SAN FRANCISCO","CA",94130,0,"SAN FRANCISCO"
"CA-W-15423","GARY FRANSCIONI, INC.","ROAR WINES","81 DORMAN AVE","SAN FRANCISCO","CA",94124,1806,"SAN FRANCISCO"
"CA-W-15425","BARBARA J. GRATTA","GRATTA WINES","1469 HUDSON AVE","SAN FRANCISCO","CA",94124,2119,"SAN FRANCISCO"
"CA-W-17123","ACQUIESCE VINEYARD, LLC"," ","22275 N TRETHEWAY RD","ACAMPO","CA",95220,9716,"SAN JOAQUIN"
"CA-W-16523","RIVER BLUFF CELLARS, INC."," ","3125 E ORANGE ST","ACAMPO","CA",95220,0,"SAN JOAQUIN"
"CA-W-16494","BENSON FERRY LLC"," ","22150 N KENNEFICK RD","ACAMPO","CA",95220,1111,"SAN JOAQUIN"
"CA-W-15589","DANCING COYOTE WINES"," ","3125 E ORANGE ST","ACAMPO","CA",95220,0,"SAN JOAQUIN"
"CA-W-16808","VIAGGIO, INC."," ","100 E TADDEI RD","ACAMPO","CA",95220,0,"SAN JOAQUIN"
"CA-W-16471","ST. JORGE WINERY LLC","ST. JORGE WINERY","22769 N. BENDER RD","ACAMPO","CA",95220,0,"SAN JOAQUIN"
"CA-W-15866","CARMELA A. & THOMAS C. HOFFMAN","HERITAGE OAK WINERY","10100 E WOODBRIDGE RD","ACAMPO","CA",95220,0,"SAN JOAQUIN"
"CA-W-17500","CONSTELLATION WINES U.S., INC.","WOODBRIDGE WINERY","5950 E WOODBRIDGE RD","ACAMPO","CA",95220,0,"SAN JOAQUIN"
"CA-W-2774","HOUSLEY FAMILY INVESTMENTS, LLC"," ","22211 N LOWER SACRAMENTO RD","ACAMPO","CA",95220,9436,"SAN JOAQUIN"
"CA-W-3274","CALIFORNIA CONCENTRATE CO."," ","18678 N HIGHWAY 99","ACAMPO","CA",95220,9557,"SAN JOAQUIN"
"CA-W-16896","WILLARD RUSSELL FIELDS","FIELDS FAMILY VINEYARDS & WINERY","3803 E WOODBRIDGE RD","ACAMPO","CA",95220,0,"SAN JOAQUIN"
"CA-W-17179","RIAZA, LLC","RIAZA WINES","10171 E ACAMPO RD","ACAMPO","CA",95220,9480,"SAN JOAQUIN"
"CA-W-15983","EHRHARDT ESTATES WINERY, LLC"," ","22150 N KENNEFICK RD","ACAMPO","CA",95220,9242,"SAN JOAQUIN"
"CA-W-15986","DRAGONFIRE VINEYARDS LLC","DRACONIS VINEYARDS","22150 N KENNEFICK RD","ACAMPO","CA",95220,9242,"SAN JOAQUIN"
"CA-W-3032","R & G SCHATZ FARMS, INC.","MOKELUMNE RIM VINEYARDS","22150 N KENNEFICK RD","ACAMPO","CA",95220,9242,"SAN JOAQUIN"
"CA-W-16880","KLINKER BRICK WINERY, INC."," ","3750 E WOODBRIDGE RD","ACAMPO","CA",95220,9469,"SAN JOAQUIN"
"CA-W-2976","TIMOTHY ROBERT HOLDENER","MACCHIA","7099 E PELTIER RD","ACAMPO","CA",95220,0,"SAN JOAQUIN"
"CA-W-15653","LANGETWINS WINE COMPANY, INC.","LANGETWINS WINE ESTATES","1525 E JAHANT RD","ACAMPO","CA",95220,0,"SAN JOAQUIN"
"CA-W-15780","CRYSTAL VALLEY CELLARS LLC","CRYSTAL VALLEY CELLARS","11715 N CLEMENTS RD","CLEMENTS","CA",95227,0,"SAN JOAQUIN"
"CA-W-2658","GNEKOW FAMILY WINERY, LLC"," ","17347 E GAWNE RD","COLLEGEVILLE","CA",95215,9646,"SAN JOAQUIN"
"CA-W-3541","BARREL TEN QUARTER CIRCLE, INC."," ","21801 E HIGHWAY 120","ESCALON","CA",95320,0,"SAN JOAQUIN"
"CA-W-17194","FROG'S TOOTH WINERY, LLC","FROG'S TOOTH WINERY","2797 HUNT RD","FARMINGTON","CA",95230,0,"SAN JOAQUIN"
"CA-W-15624","CALIFORNIA NATURAL PRODUCTS"," ","1250 E LATHROP RD","LATHROP","CA",95330,9709,"SAN JOAQUIN"
"CA-W-16732","MIRAMONT ESTATE VINEYARD & WINERY INC","MIRAMONT ESTATE VINEYARD & WINERY","24849 E MILTON RD","LINDEN","CA",95236,0,"SAN JOAQUIN"
"CA-W-2851","COPPERFORD, L.L.C.","OLDE LOCKEFORD WINERY","12470 LOCKE RD","LOCKEFORD","CA",95237,9701,"SAN JOAQUIN"
"CA-W-3577","CRYSTAL VALLEY CELLARS, LLC","CRYSTAL VALLEY CELLARS","16750 E STATE HIGHWAY 88","LOCKEFORD","CA",95237,0,"SAN JOAQUIN"
"CA-W-16817","ROBERT ERVIN HOFFMAN","MOUNTAIN RANCH WINES","12470 LOCKE RD","LOCKEFORD","CA",95237,9575,"SAN JOAQUIN"
"CA-W-15465","POSADAS-O'LEARY, INC.","LA VIDA DULCE","12470 LOCKE RD","LOCKEFORD","CA",95237,9569,"SAN JOAQUIN"
"CA-W-16922","SACRAMENTO WINE WORKS, LLC","MINER'S LEAP WINERY","12470 LOCKE RD","LOCKEFORD","CA",95237,9575,"SAN JOAQUIN"
"CA-W-15338","KOSTAS KAPINIARIS","STAMA WINERY","12470 LOCKE RD","LOCKEFORD","CA",95237,9569,"SAN JOAQUIN"
"CA-W-3526","LEONARDO FAMILY VINEYARDS, LLC","LEONARDO FAMILY VINEYARDS","12470 LOCKE RD","LOCKEFORD","CA",95237,9701,"SAN JOAQUIN"
"CA-W-15340","SYNERGY CELLARS, LLC"," ","12470 LOCKE RD","LOCKEFORD","CA",95237,9569,"SAN JOAQUIN"
"CA-W-3525","LODI/LOCKEFORD INVESTMENT GROUP, LLC","MOKELUMNE OAKS VINTNERS","12470 LOCKE RD","LOCKEFORD","CA",95237,9701,"SAN JOAQUIN"
"CA-W-3446","BOITANO ENTERPRISES, LLC","BOITANO FAMILY WINES","12470 LOCKE RD","LOCKEFORD","CA",95237,0,"SAN JOAQUIN"
"CA-W-17101","STONE GARDEN VINEYARDS LLC","STONE GARDEN VINEYARDS",,"LOCKEFORD","CA",95237,0,"SAN JOAQUIN"
"CA-W-2695","ARBOR VINEYARDS, INC."," ","15362 N ALPINE RD","LODI","CA",95240,9331,"SAN JOAQUIN"
"CA-W-3421","ROBERT P. HARTZELL AND LINDA M. HARTZELL","HARMONY WYNELANDS","9291 E HARNEY LN","LODI","CA",95240,9432,"SAN JOAQUIN"
"CA-W-15097","DAVID DART","D'ART WINE","13299 N CURRY AVE","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-15139","JOHN GERARD CARACCIOLO JR.","HELLO WINES","1205 E VINE ST","LODI","CA",95240,3176,"SAN JOAQUIN"
"CA-W-2400","GOLDSTONE LAND COMPANY, LLC","BEAR CREEK WINERY","11900 FURRY RD","LODI","CA",95240,7201,"SAN JOAQUIN"
"CA-W-16550","DAVID P AND BARBARA J HUECKSTEADT","HUX VINEYARDS","4064 SCOTTSDALE RD","LODI","CA",95240,6822,"SAN JOAQUIN"
"CA-W-2885","WATTS TRANSPORTATION, LLC","WATTS WINERY","17036 N LOCUST TREE RD","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-3018","DIMITRIOS NATSIS,GEORGE NATSIS & NATSIS FAMILY TRUST","OMEGA VINEYARDS & WINERY","13731 N STATE RTE 88","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-2593","SUTTER HOME WINERY, INC."," ","18667 JACOB BRACK RD","LODI","CA",95242,9185,"SAN JOAQUIN"
"CA-W-3367","JESSIE'S GROVE WINERY"," ","1973 W TURNER RD","LODI","CA",95242,9677,"SAN JOAQUIN"
"CA-W-2975","PHILLIPS FARMS, LLC"," ","4580 W HIGHWAY 12","LODI","CA",95242,9529,"SAN JOAQUIN"
"CA-W-16984","PATRICK O'NEILL AND DAVID LUJAN JR.","PONDL WINERY","665 W TURNER RD","LODI","CA",95240,9643,"SAN JOAQUIN"
"CA-W-15285","M WINERY LLC","M WINERY","873 E PINE ST","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-16486","DONATELLI CELLARS, LLC","DONATELLI CELLARS","1220 VICTOR RD","LODI","CA",95240,813,"SAN JOAQUIN"
"CA-W-16386","METTLER & SON, INC.","HARNEY LANE WINERY","9010 E HARNEY LN","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-633","STEPHEN JUVENAL BORRA","BORRA'S CELLAR","1301 E ARMSTRONG RD","LODI","CA",95242,9423,"SAN JOAQUIN"
"CA-W-3176","BERGHOLD WINE SALES, LLC","BERGHOLD VINEYARDS","17343 N CHERRY RD","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-3304","HERMAN EHLERS & SONS, INC.","E2 FAMILY WINERY","9301 W STATE ROUTE 12","LODI","CA",95242,0,"SAN JOAQUIN"
"CA-W-17126","CALWD INC.","JEREMY WINE COMPANY","17266 HILLSIDE DR","LODI","CA",95240,9752,"SAN JOAQUIN"
"CA-W-17111","KIDDER & ASSOCIATES INCORPORATED","KIDDER FAMILY WINERY","17266 HILLSIDE DR","LODI","CA",95240,9752,"SAN JOAQUIN"
"CA-W-15015","CHATEAU ROUTON, INC."," ","1973 W TURNER RD","LODI","CA",95242,9677,"SAN JOAQUIN"
"CA-W-16921","KATHLEEN STONUM AND MICHAEL STONUM","STONUM VINEYARDS","16400 N ALPINE RD","LODI","CA",95240,9490,"SAN JOAQUIN"
"CA-W-310","WEIBEL INCORPORATED","WEIBEL CHAMPAGNE VINEYARDS","1 WINEMASTER WAY","LODI","CA",95240,860,"SAN JOAQUIN"
"CA-W-16863","TRI-STAR MARKETING, LLC","SCOTTO FAMILY CELLARS","220 S CLUFF AVE","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-3571","ABUNDANCE VINEYARDS LLC","ABUNDANCE VINEYARDS","1150 W TURNER RD","LODI","CA",95242,0,"SAN JOAQUIN"
"CA-W-16451","THE DANCING FOX WINERY AND BAKERY, INC.","THE DANCING FOX WINERY","203 S SCHOOL ST","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-2210","SMITH-ANDERSON ENTERPRISES, INC."," ","6100 E HIGHWAY 12","LODI","CA",95240,1111,"SAN JOAQUIN"
"CA-W-15353","1075 CELLARS"," ","1075 W TURNER RD","LODI","CA",95240,9673,"SAN JOAQUIN"
"CA-W-15865","ZAPLINE, INC.","VMV","16475 N LOCUST TREE RD","LODI","CA",95240,9371,"SAN JOAQUIN"
"CA-W-17090","MY GREEN VINEYARDS, LLC","ONE WAY WINERY","2 W LOCKEFORD ST","LODI","CA",95240,2126,"SAN JOAQUIN"
"CA-W-16856","ESTATE CRUSH LLC","ESTATE CRUSH","2 W LOCKEFORD ST","LODI","CA",95240,2126,"SAN JOAQUIN"
"CA-W-3114","GRANDS AMIS, INC.","GRANDS AMIS","2 W LOCKEFORD ST","LODI","CA",95240,2126,"SAN JOAQUIN"
"CA-W-2145","ABUNDANCE VINEYARDS LLC","ABUNDANCE VINEYARDS","6100 E HIGHWAY 12","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-822","DAVID WALTER LUCAS","LUCAS WINERY","18196 N DAVIS RD","LODI","CA",95242,9280,"SAN JOAQUIN"
"CA-W-3038","HEATHER JANE PYLE"," ","18196 N DAVIS RD","LODI","CA",95242,9280,"SAN JOAQUIN"
"CA-W-15151","WOODBRIDGE WINERY, INC.","WOODBRIDGE BEVERAGE COMPANY","1649 E VICTOR RD","LODI","CA",95240,805,"SAN JOAQUIN"
"CA-W-15575","WILD HEART WINERY, LLC","WILD HEART WINERY","TWO WEST LOCKEFORD ST","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-15671","M2 VINTNERS, INCORPORATED","M2 VINTNERS","1376 E TURNER RD","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-3496","RIPKEN VINEYARDS & WINERY, INC.","RIPKEN VINEYARDS & WINERY","2472 W SARGENT RD","LODI","CA",95242,0,"SAN JOAQUIN"
"CA-W-16798","AH WINES, INC."," ","13731 N STATE ROUTE 88","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-3309","OAK RIDGE WINERY, LLC"," ","6100 E VICTOR RD","LODI","CA",95240,804,"SAN JOAQUIN"
"CA-W-2668","VAN RUITEN FAMILY WINERY LLC","VAN RUITEN FAMILY WINERY","340 W STATE ROUTE 12","LODI","CA",95242,0,"SAN JOAQUIN"
"CA-W-17141","TOASTED TOAD CELLARS, LLC","TOASTED TOAD CELLARS","21 E ELM ST","LODI","CA",95240,0,"SAN JOAQUIN"
"CA-W-1421","LAS VINAS WINERY, INC."," ","5573 W WOODBRIDGE RD","LODI","CA",95242,9497,"SAN JOAQUIN"
"CA-W-2035","CHARLES & BETTYANN SPENKER","SPENKER WINERY","17303 N DEVRIES RD","LODI","CA",95242,9209,"SAN JOAQUIN"
"CA-W-2313","LUCAS G. HAT","BELLA NAPOLI WINERY","21128 S AUSTIN RD","MANTECA","CA",95337,8916,"SAN JOAQUIN"
"CA-W-3054","J. BENTON FURROW, INC.","J. BENTON FURROW","600 SPRECKELS AVE","MANTECA","CA",95336,6001,"SAN JOAQUIN"
"CA-W-528","DELICATO VINEYARDS"," ","12001 S HIGHWAY 99","MANTECA","CA",95336,8499,"SAN JOAQUIN"
"CA-W-2497","THE WINE GROUP LLC","FRANZIA WINERY","17000 E STATE HIGHWAY 120","RIPON","CA",95366,9412,"SAN JOAQUIN"
"CA-W-17117","JEFF RUNQUIST WINES, INC","JEFF RUNQUIST WINES","18700 E RIVER RD","RIPON","CA",95366,9711,"SAN JOAQUIN"
"CA-W-2445","MCMANIS FAMILY VINEYARDS, INC."," ","18700 E RIVER RD","RIPON","CA",95366,9711,"SAN JOAQUIN"
"CA-W-16935","SORELLE WINERY L.L.C.","SORELLE WINERY","9599 HWY 88","STOCKTON","CA",95212,0,"SAN JOAQUIN"
"CA-W-3253","ARTHUR ROBERT KOTH & MARY LOUISE KOTH","MOKELUMNE GLEN VINEYARDS","17347 E GAWNE RD","STOCKTON","CA",95215,9646,"SAN JOAQUIN"
"CA-W-17383","WINE BOTTLE RECYCLING, LLC","WINE BOTTLE RENEW","2716 E MINER AVE","STOCKTON","CA",95205,4705,"SAN JOAQUIN"
"CA-W-16387","JEFFREY JOSEPH TAMAYO & SARA LISA TAMAYO","TAMAYO FAMILY VINEYARDS","17347 E GAWNE RD","STOCKTON","CA",95215,9646,"SAN JOAQUIN"
"CA-W-15440","RAMON CHAVEZ RIOS","RAMON RIOS WINERY",,"TRACY","CA",95304,0,"SAN JOAQUIN"
"CA-W-15656","WINDMILL RIDGE WINERY, INC.","WINDMILL RIDGE WINERY","8338 W LINNE RD","TRACY","CA",95304,0,"SAN JOAQUIN"
"CA-W-16614","LA BONNE VIE CELLARS, LLC","LA BONNE VIE CELLARS","29181 S LEHMAN RD","TRACY","CA",95304,9160,"SAN JOAQUIN"
"CA-W-17346","COURAGEOUS, INC.","SERA FINA CELLARS","8751 E HIGHWAY 12","VICTOR","CA",95253,0,"SAN JOAQUIN"
"CA-W-3113","BOKISCH RANCHES, LLC","BOKISCH VINEYARDS","8751 E HIGHWAY 12","VICTOR","CA",95253,0,"SAN JOAQUIN"
"CA-W-2592","R. LAWSON ENTERPRISES, LLC","WILDROSE VINEYARDS","8751 E HIGHWAY 12","VICTOR","CA",95253,0,"SAN JOAQUIN"
"CA-W-17015","MCCAY CELLARS, LLC","MCCAY CELLARS","8751 E HIGHWAY 12","VICTOR","CA",95253,0,"SAN JOAQUIN"
"CA-W-3022","CONSTELLATION WINES U.S., INC.","TURNER ROAD VINTNERS","4614 W TURNER RD","WOODBRIDGE","CA",95258,0,"SAN JOAQUIN"
"CA-W-2822","GLOBAL WINE GROUP"," ","3750 E WOODBRIDGE RD","WOODBRIDGE","CA",95258,0,"SAN JOAQUIN"
"CA-W-16611","RODNEY & CYNTHIA MONIZ","MONIZ FAMILY WINES","3750 E WOODBRIDGE RD","WOODBRIDGE","CA",95258,0,"SAN JOAQUIN"
"CA-W-1724","RICHARD S. SPENCER & BARBARA J. SPENCER","ST. AMANT WINERY","1 WINEMASTER WAY 3.3 MLS. E. OF P.O.","WOODBRIDGE","CA",95231,0,"SAN JOAQUIN"
"CA-W-2819","ANTHONY H. NORSKOG","NEVADA COUNTY WINE GUILD","3750 E WOODBRIDGE RD","WOODBRIDGE","CA",95258,0,"SAN JOAQUIN"
"CA-W-1837","LODI VINTNERS, INC.","LODI VINTNERS","3750 E WOODBRIDGE RD","WOODBRIDGE","CA",95258,0,"SAN JOAQUIN"
"CA-W-15217","BRANT STEWART DAVIS","RIVER BLUFF CELLARS","3750 E WOODBRIDGE RD","WOODBRIDGE","CA",95258,0,"SAN JOAQUIN"
"CA-W-1435","TALLEY VINEYARDS"," ","3031 LOPEZ DR","ARROYO GRANDE","CA",93420,4999,"SAN LUIS OBISPO"
"CA-W-2342","LAETITIA VINEYARD AND WINERY, INC.","LAETITIA VINEYARD AND WINERY","453 LAETITIA VINEYARD DR","ARROYO GRANDE","CA",93420,0,"SAN LUIS OBISPO"
"CA-W-15192","ORTMAN FAMILY VINEYARDS LLC","ORTMAN FAMILY VINEYARDS","2195 CORBETT CANYON RD","ARROYO GRANDE","CA",93420,0,"SAN LUIS OBISPO"
"CA-W-16979","BAKER AND BRAIN WINES LLC","BAKER AND BRAIN","2195 CORBETT CANYON RD","ARROYO GRANDE","CA",93420,1111,"SAN LUIS OBISPO"
"CA-W-15264","DOUGLAS D. TIMEWELL","TOUCAN WINES","3850 ACRE WOOD PL","ARROYO GRANDE","CA",93420,6100,"SAN LUIS OBISPO"
"CA-W-3322","SALISBURY VINEYARDS"," ","2195 CORBETT CANYON RD","ARROYO GRANDE","CA",93420,1111,"SAN LUIS OBISPO"
"CA-W-2309","KYNSI WINES, INC."," ","2212 CORBETT CANYON RD","ARROYO GRANDE","CA",93420,4918,"SAN LUIS OBISPO"
"CA-W-17163","HENSON WINES, LLC"," ","2195 CORBERT CANYON RD","ARROYO GRANDE","CA",93420,4974,"SAN LUIS OBISPO"
"CA-W-16638","CORBETT VINEYARDS LLC"," ","2195 CORBETT CANYON RD","ARROYO GRANDE","CA",93420,4974,"SAN LUIS OBISPO"
"CA-W-17328","MAURICE & SUSAN WEDELL","WEDELL CELLARS","2195 CORBETT CANYON RD","ARROYO GRANDE","CA",93420,4974,"SAN LUIS OBISPO"
"CA-W-17172","BRIAN & STEPHANIE TERRIZZI","GIORNATA","2195 CORBETT CANYON RD","ARROYO GRANDE","CA",93420,4974,"SAN LUIS OBISPO"
"CA-W-17020","SLO WINE STORAGE","SLO WINE STUDIO","2195 CORBETT CANYON RD","ARROYO GRANDE","CA",93420,4974,"SAN LUIS OBISPO"
"CA-W-16789","VALOR WINE CO., LLC","SINOR-LAVALLEE","2195 CORBETT CANYON RD","ARROYO GRANDE","CA",93420,4974,"SAN LUIS OBISPO"
"CA-W-1138","WILLIAM SCOLLAY GREENOUGH & NANCY PATTERSON GREENOUGH","SAUCELITO CANYON VINEYARD","1600 SAUCELITO CREEK RD","ARROYO GRANDE","CA",93420,6908,"SAN LUIS OBISPO"
"CA-W-1891","ALBAN VINEYARDS, INC.","ALBAN VINEYARDS","8575 ORCUTT RD","ARROYO GRANDE","CA",93420,6942,"SAN LUIS OBISPO"
"CA-W-17600","KEVIN CHRISTOPHER LAW","LUMINESCE","2195 CORBETT CANYON RD","ARROYO GRANDE","CA",93420,4974,"SAN LUIS OBISPO"
"CA-W-2652","GEORGE T. PALMER","FROG POND MOUNTAIN WINERY","13400 OLD MORRO RD","ATASCADERO","CA",93422,2019,"SAN LUIS OBISPO"
"CA-W-3623","STUART GOLDMAN","FROLICKING FROG","14490 SAN MIGUEL RD","ATASCADERO","CA",93422,1602,"SAN LUIS OBISPO"
"CA-W-2717","STUART ALAN SELKIRK AND LAURA LEE SELKIRK","CAYUCOS CELLARS","12530 SANTA RITA RD","CAYUCOS","CA",93430,1565,"SAN LUIS OBISPO"
"CA-W-17472","DEVILS GATE WINE WORKS"," ","12530 SANTA RITA RD","CAYUCOS","CA",93430,1565,"SAN LUIS OBISPO"
"CA-W-15132","DESTINY VINEYARDS, LLC","HUNT CELLARS","3950 HIGHWAY 41 E","CRESTON","CA",93432,0,"SAN LUIS OBISPO"
"CA-W-15630","MARGARITA VINEYARDS LLC"," ","679 CALF CANYON HWY","CRESTON","CA",93432,9700,"SAN LUIS OBISPO"
"CA-W-16898","EDEN CANYON, INC.","EDEN CANYON VINEYARDS","1919 CALF CANYON HWY","CRESTON","CA",93432,9627,"SAN LUIS OBISPO"
"CA-W-16701","CHATEAU MARGENE"," ","4385 LA PANZA RD","CRESTON","CA",93432,9763,"SAN LUIS OBISPO"
